State,County,Year,DayswithAQI,GoodDays,ModerateDays,UnhealthyforSensitiveGroupsDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,MaxAQI,Percentile90thAQI,MedianAQI,DaysCO,DaysNO2,DaysOzone,DaysSO2,DaysPM2,DaysPM10
Florida,Bay,2009,365,295,69,1,0,0,0,143,57,40,0,0,219,0,146,0
Florida,Bay,2010,365,252,107,6,0,0,0,140,67,43,0,0,203,0,162,0
Florida,Bay,2011,364,265,96,3,0,0,0,105,64,42,0,0,193,0,171,0
Florida,Bay,2012,366,302,64,0,0,0,0,100,60,38,0,0,239,0,127,0
Florida,Bay,2013,364,310,52,2,0,0,0,144,55,38,0,0,199,0,165,0
Florida,Bay,2014,365,294,71,0,0,0,0,100,59,40,0,0,227,0,138,0
Florida,Bay,2015,365,319,46,0,0,0,0,84,52,37,0,0,211,0,154,0
Florida,Bay,2016,366,328,38,0,0,0,0,87,51,38,0,0,264,0,102,0
Florida,Bay,2017,365,303,62,0,0,0,0,96,57,40,0,0,217,0,148,0
Florida,Bay,2018,323,272,50,1,0,0,0,126,54,37,0,0,189,0,134,0
Florida,Bay,2019,357,308,49,0,0,0,0,85,54,38,0,0,235,0,122,0
Florida,Bay,2020,363,281,80,2,0,0,0,146,58,40,0,0,162,0,201,0
Florida,Bay,2021,181,165,16,0,0,0,0,76,50,39,0,0,103,0,78,0
Georgia,Baldwin,1980,88,80,6,2,0,0,0,132,50,10,0,0,0,88,0,0
Georgia,Baldwin,1983,318,274,31,13,0,0,0,132,65,6,0,0,0,318,0,0
Georgia,Baldwin,1989,343,291,41,11,0,0,0,139,75,9,0,0,0,343,0,0
Georgia,Baldwin,1992,336,302,25,9,0,0,0,139,51,4,0,0,0,336,0,0
Georgia,Baldwin,1995,357,320,32,5,0,0,0,122,52,3,0,0,0,357,0,0
Georgia,Baldwin,1998,346,302,31,13,0,0,0,131,61,7,0,0,0,346,0,0
Georgia,Baldwin,2000,356,306,39,11,0,0,0,129,65,7,0,0,0,356,0,0
Georgia,Baldwin,2003,315,288,20,7,0,0,0,112,41,6,0,0,0,315,0,0
Georgia,Baldwin,2006,353,302,42,9,0,0,0,141,59,7,0,0,0,353,0,0
